Timestamp,Sensor Value,label
2025-03-14 16:35:24,203,not_pressed
2025-03-14 16:35:24,202,not_pressed
2025-03-14 16:35:24,201,not_pressed
2025-03-14 16:35:24,200,not_pressed
2025-03-14 16:35:24,201,not_pressed
2025-03-14 16:35:24,199,not_pressed
2025-03-14 16:35:24,201,not_pressed
2025-03-14 16:35:25,201,not_pressed
2025-03-14 16:35:25,201,not_pressed
2025-03-14 16:35:25,203,not_pressed
2025-03-14 16:35:25,201,not_pressed
2025-03-14 16:35:25,202,not_pressed
2025-03-14 16:35:25,201,not_pressed
2025-03-14 16:35:25,202,not_pressed
2025-03-14 16:35:25,204,not_pressed
2025-03-14 16:35:25,201,not_pressed
2025-03-14 16:35:26,203,not_pressed
2025-03-14 16:35:26,203,not_pressed
2025-03-14 16:35:26,201,not_pressed
2025-03-14 16:35:26,201,not_pressed
2025-03-14 16:35:26,200,not_pressed
2025-03-14 16:35:26,200,not_pressed
2025-03-14 16:35:26,199,not_pressed
2025-03-14 16:35:26,199,not_pressed
2025-03-14 16:35:26,199,not_pressed
2025-03-14 16:35:26,200,not_pressed
2025-03-14 16:35:27,200,not_pressed
2025-03-14 16:35:27,200,not_pressed
2025-03-14 16:35:27,200,not_pressed
2025-03-14 16:35:27,201,not_pressed
2025-03-14 16:35:27,201,not_pressed
2025-03-14 16:35:27,202,not_pressed
2025-03-14 16:35:27,210,not_pressed
2025-03-14 16:35:27,204,not_pressed
2025-03-14 16:35:27,490,not_pressed
2025-03-14 16:35:27,692,not_pressed
2025-03-14 16:35:28,324,not_pressed
2025-03-14 16:35:28,275,not_pressed
2025-03-14 16:35:28,316,not_pressed
2025-03-14 16:35:28,582,not_pressed
2025-03-14 16:35:28,327,not_pressed
2025-03-14 16:35:28,242,not_pressed
2025-03-14 16:35:28,236,not_pressed
2025-03-14 16:35:28,239,not_pressed
2025-03-14 16:35:28,240,not_pressed
2025-03-14 16:35:29,232,not_pressed
2025-03-14 16:35:29,204,not_pressed
2025-03-14 16:35:29,250,not_pressed
2025-03-14 16:35:29,209,not_pressed
