Timestamp,Sensor1,Sensor2,label,Subject
2025-03-20 12:05:30,117,219,Normal Standing,Andrea
2025-03-20 12:05:30,117,228,Normal Standing,Andrea
2025-03-20 12:05:31,118,229,Normal Standing,Andrea
2025-03-20 12:05:31,117,227,Normal Standing,Andrea
2025-03-20 12:05:31,116,228,Normal Standing,Andrea
2025-03-20 12:05:31,117,226,Normal Standing,Andrea
2025-03-20 12:05:31,118,226,Normal Standing,Andrea
2025-03-20 12:05:31,118,222,Normal Standing,Andrea
2025-03-20 12:05:32,117,224,Normal Standing,Andrea
2025-03-20 12:05:32,118,218,Normal Standing,Andrea
2025-03-20 12:05:32,118,224,Normal Standing,Andrea
2025-03-20 12:05:32,117,229,Normal Standing,Andrea
2025-03-20 12:05:32,119,225,Normal Standing,Andrea
2025-03-20 12:05:32,118,227,Normal Standing,Andrea
2025-03-20 12:05:32,116,224,Normal Standing,Andrea
2025-03-20 12:05:33,117,224,Normal Standing,Andrea
2025-03-20 12:05:33,118,227,Normal Standing,Andrea
2025-03-20 12:05:33,119,223,Normal Standing,Andrea
2025-03-20 12:05:33,123,228,Normal Standing,Andrea
2025-03-20 12:05:33,119,223,Normal Standing,Andrea
2025-03-20 12:05:33,120,223,Normal Standing,Andrea
2025-03-20 12:05:34,123,218,Normal Standing,Andrea
2025-03-20 12:05:34,120,223,Normal Standing,Andrea
2025-03-20 12:05:34,121,220,Normal Standing,Andrea
2025-03-20 12:05:34,111,219,Normal Standing,Andrea
2025-03-20 12:05:34,124,219,Normal Standing,Andrea
2025-03-20 12:05:34,118,220,Normal Standing,Andrea
2025-03-20 12:05:34,126,219,Normal Standing,Andrea
2025-03-20 12:05:35,122,222,Normal Standing,Andrea
2025-03-20 12:05:35,113,223,Normal Standing,Andrea
2025-03-20 12:05:35,118,221,Normal Standing,Andrea
2025-03-20 12:05:35,119,224,Normal Standing,Andrea
2025-03-20 12:05:35,118,220,Normal Standing,Andrea
2025-03-20 12:05:35,117,222,Normal Standing,Andrea
2025-03-20 12:05:36,119,221,Normal Standing,Andrea
2025-03-20 12:05:36,119,220,Normal Standing,Andrea
2025-03-20 12:05:36,120,223,Normal Standing,Andrea
2025-03-20 12:05:36,116,220,Normal Standing,Andrea
2025-03-20 12:05:36,118,222,Normal Standing,Andrea
2025-03-20 12:05:36,117,220,Normal Standing,Andrea
2025-03-20 12:05:36,117,218,Normal Standing,Andrea
2025-03-20 12:05:37,115,217,Normal Standing,Andrea
2025-03-20 12:05:37,116,219,Normal Standing,Andrea
2025-03-20 12:05:37,114,216,Normal Standing,Andrea
2025-03-20 12:05:37,118,218,Normal Standing,Andrea
2025-03-20 12:05:37,114,219,Normal Standing,Andrea
2025-03-20 12:05:37,114,222,Normal Standing,Andrea
2025-03-20 12:05:38,114,225,Normal Standing,Andrea
2025-03-20 12:05:38,116,225,Normal Standing,Andrea
2025-03-20 12:05:38,117,220,Normal Standing,Andrea
2025-03-20 12:05:38,115,220,Normal Standing,Andrea
2025-03-20 12:06:39,81,149,Heel Tapping,Andrea
2025-03-20 12:06:39,75,153,Heel Tapping,Andrea
2025-03-20 12:06:39,76,158,Heel Tapping,Andrea
2025-03-20 12:06:40,76,150,Heel Tapping,Andrea
2025-03-20 12:06:40,48,66,Heel Tapping,Andrea
2025-03-20 12:06:40,56,67,Heel Tapping,Andrea
2025-03-20 12:06:40,40,47,Heel Tapping,Andrea
2025-03-20 12:06:40,39,43,Heel Tapping,Andrea
2025-03-20 12:06:40,34,37,Heel Tapping,Andrea
2025-03-20 12:06:40,37,40,Heel Tapping,Andrea
2025-03-20 12:06:41,40,39,Heel Tapping,Andrea
2025-03-20 12:06:41,46,86,Heel Tapping,Andrea
2025-03-20 12:06:41,80,192,Heel Tapping,Andrea
2025-03-20 12:06:41,92,197,Heel Tapping,Andrea
2025-03-20 12:06:41,87,209,Heel Tapping,Andrea
2025-03-20 12:06:41,56,105,Heel Tapping,Andrea
2025-03-20 12:06:42,32,37,Heel Tapping,Andrea
2025-03-20 12:06:42,35,37,Heel Tapping,Andrea
2025-03-20 12:06:42,32,33,Heel Tapping,Andrea
2025-03-20 12:06:42,32,34,Heel Tapping,Andrea
2025-03-20 12:06:42,36,37,Heel Tapping,Andrea
2025-03-20 12:06:42,44,54,Heel Tapping,Andrea
2025-03-20 12:06:42,81,151,Heel Tapping,Andrea
2025-03-20 12:06:43,83,146,Heel Tapping,Andrea
2025-03-20 12:06:43,81,142,Heel Tapping,Andrea
2025-03-20 12:06:43,75,130,Heel Tapping,Andrea
2025-03-20 12:06:43,44,48,Heel Tapping,Andrea
2025-03-20 12:06:43,40,46,Heel Tapping,Andrea
2025-03-20 12:06:43,39,40,Heel Tapping,Andrea
2025-03-20 12:06:44,38,41,Heel Tapping,Andrea
2025-03-20 12:06:44,41,44,Heel Tapping,Andrea
2025-03-20 12:06:44,60,96,Heel Tapping,Andrea
2025-03-20 12:06:44,74,139,Heel Tapping,Andrea
2025-03-20 12:06:44,76,144,Heel Tapping,Andrea
2025-03-20 12:06:44,79,144,Heel Tapping,Andrea
2025-03-20 12:06:44,77,151,Heel Tapping,Andrea
2025-03-20 12:06:45,34,40,Heel Tapping,Andrea
2025-03-20 12:06:45,26,32,Heel Tapping,Andrea
2025-03-20 12:06:45,28,31,Heel Tapping,Andrea
2025-03-20 12:06:45,32,33,Heel Tapping,Andrea
2025-03-20 12:06:45,48,72,Heel Tapping,Andrea
2025-03-20 12:06:45,69,121,Heel Tapping,Andrea
2025-03-20 12:06:46,78,149,Heel Tapping,Andrea
2025-03-20 12:06:46,85,168,Heel Tapping,Andrea
2025-03-20 12:06:46,81,168,Heel Tapping,Andrea
2025-03-20 12:06:46,65,118,Heel Tapping,Andrea
2025-03-20 12:06:46,24,33,Heel Tapping,Andrea
2025-03-20 12:06:46,27,30,Heel Tapping,Andrea
2025-03-20 12:06:46,28,30,Heel Tapping,Andrea
2025-03-20 12:06:47,33,34,Heel Tapping,Andrea
2025-03-20 12:06:47,46,59,Heel Tapping,Andrea
2025-03-20 12:06:47,67,105,Heel Tapping,Andrea
2025-03-20 12:06:47,76,125,Heel Tapping,Andrea
2025-03-20 12:06:47,80,146,Heel Tapping,Andrea
2025-03-20 12:06:47,82,147,Heel Tapping,Andrea
2025-03-20 12:06:48,56,85,Heel Tapping,Andrea
2025-03-20 12:06:48,38,43,Heel Tapping,Andrea
