Timestamp,Sensor Value,label
2025-02-26 11:26:21,755,pressed
2025-02-26 11:26:21,748,pressed
2025-02-26 11:26:21,740,pressed
2025-02-26 11:26:22,748,pressed
2025-02-26 11:26:22,753,pressed
2025-02-26 11:26:22,748,pressed
2025-02-26 11:26:22,747,pressed
2025-02-26 11:26:22,744,pressed
2025-02-26 11:26:22,748,pressed
2025-02-26 11:26:22,749,pressed
2025-02-26 11:26:22,749,pressed
2025-02-26 11:26:22,750,pressed
2025-02-26 11:26:23,753,pressed
2025-02-26 11:26:23,744,pressed
2025-02-26 11:26:23,748,pressed
2025-02-26 11:26:23,751,pressed
2025-02-26 11:26:23,752,pressed
2025-02-26 11:26:23,745,pressed
2025-02-26 11:26:23,743,pressed
2025-02-26 11:26:23,742,pressed
2025-02-26 11:26:23,744,pressed
2025-02-26 11:26:23,740,pressed
2025-02-26 11:26:24,745,pressed
2025-02-26 11:26:24,741,pressed
2025-02-26 11:26:24,741,pressed
2025-02-26 11:26:24,742,pressed
2025-02-26 11:26:24,749,pressed
2025-02-26 11:26:24,740,pressed
2025-02-26 11:26:24,741,pressed
2025-02-26 11:26:24,744,pressed
2025-02-26 11:26:24,739,pressed
2025-02-26 11:26:24,742,pressed
2025-02-26 11:26:25,748,pressed
2025-02-26 11:26:25,747,pressed
2025-02-26 11:26:25,749,pressed
2025-02-26 11:26:25,746,pressed
2025-02-26 11:26:25,735,pressed
2025-02-26 11:26:25,742,pressed
2025-02-26 11:26:25,749,pressed
2025-02-26 11:26:25,751,pressed
2025-02-26 11:26:25,744,pressed
2025-02-26 11:26:26,743,pressed
2025-02-26 11:26:26,743,pressed
2025-02-26 11:26:26,755,pressed
2025-02-26 11:26:26,752,pressed
2025-02-26 11:26:26,741,pressed
2025-02-26 11:26:26,740,pressed
2025-02-26 11:26:26,741,pressed
2025-02-26 11:26:26,750,pressed
2025-02-26 11:26:26,750,pressed
2025-02-26 11:26:26,750,pressed
2025-02-26 11:26:27,750,pressed
2025-02-26 11:26:27,751,pressed
2025-02-26 11:26:27,746,pressed
2025-02-26 11:26:27,742,pressed
2025-02-26 11:26:27,755,pressed
2025-02-26 11:26:27,749,pressed
2025-02-26 11:26:27,745,pressed
2025-02-26 11:26:27,745,pressed
2025-02-26 11:26:27,745,pressed
2025-02-26 11:26:27,753,pressed
2025-02-26 11:26:28,755,pressed
2025-02-26 11:26:28,751,pressed
2025-02-26 11:26:28,754,pressed
2025-02-26 11:26:28,751,pressed
2025-02-26 11:26:28,753,pressed
2025-02-26 11:26:28,751,pressed
2025-02-26 11:26:28,757,pressed
2025-02-26 11:26:28,754,pressed
2025-02-26 11:26:28,747,pressed
2025-02-26 11:26:29,741,pressed
2025-02-26 11:26:29,749,pressed
2025-02-26 11:26:29,755,pressed
2025-02-26 11:26:29,758,pressed
2025-02-26 11:26:29,755,pressed
2025-02-26 11:26:29,753,pressed
2025-02-26 11:26:29,747,pressed
2025-02-26 11:26:29,753,pressed
2025-02-26 11:26:29,754,pressed
2025-02-26 11:26:29,752,pressed
2025-02-26 11:26:30,750,pressed
2025-02-26 11:26:30,749,pressed
2025-02-26 11:26:30,748,pressed
2025-02-26 11:26:30,750,pressed
2025-02-26 11:26:30,757,pressed
2025-02-26 11:26:30,751,pressed
2025-02-26 11:26:30,746,pressed
2025-02-26 11:26:30,743,pressed
2025-02-26 11:26:30,733,pressed
2025-02-26 11:26:30,742,pressed
2025-02-26 11:26:31,742,pressed
2025-02-26 11:26:31,737,pressed
2025-02-26 11:26:31,727,pressed
2025-02-26 11:26:31,724,pressed
2025-02-26 11:26:31,729,pressed
2025-02-26 11:26:31,738,pressed
2025-02-26 11:26:31,741,pressed
2025-02-26 11:26:31,731,pressed
2025-02-26 11:26:31,731,pressed
2025-02-26 11:26:32,730,pressed
2025-02-26 11:26:32,752,pressed
2025-02-26 11:26:32,758,pressed
2025-02-26 11:26:32,754,pressed
2025-02-26 11:26:32,756,pressed
2025-02-26 11:26:32,758,pressed
2025-02-26 11:26:32,756,pressed
2025-02-26 11:26:32,758,pressed
2025-02-26 11:26:32,758,pressed
2025-02-26 11:26:32,754,pressed
2025-02-26 11:26:33,762,pressed
2025-02-26 11:26:33,757,pressed
2025-02-26 11:26:33,764,pressed
2025-02-26 11:26:33,768,pressed
2025-02-26 11:26:33,767,pressed
2025-02-26 11:26:33,764,pressed
2025-02-26 11:26:33,763,pressed
2025-02-26 11:26:33,762,pressed
2025-02-26 11:26:33,767,pressed
2025-02-26 11:26:34,773,pressed
2025-02-26 11:26:34,773,pressed
2025-02-26 11:26:34,771,pressed
2025-02-26 11:26:34,769,pressed
2025-02-26 11:26:34,770,pressed
2025-02-26 11:26:34,772,pressed
2025-02-26 11:26:34,769,pressed
2025-02-26 11:26:34,772,pressed
2025-02-26 11:26:34,774,pressed
2025-02-26 11:26:34,770,pressed
2025-02-26 11:26:35,757,pressed
2025-02-26 11:26:35,775,pressed
2025-02-26 11:26:35,776,pressed
2025-02-26 11:26:35,771,pressed
2025-02-26 11:26:35,775,pressed
2025-02-26 11:26:35,761,pressed
2025-02-26 11:26:35,774,pressed
2025-02-26 11:26:35,777,pressed
2025-02-26 11:26:35,774,pressed
2025-02-26 11:26:35,777,pressed
2025-02-26 11:26:36,776,pressed
